"Freq [GHz]","dB(MSG) []","dB(NF) []","dB(GMAX) []"
0.580666666666667,19.4199977286332,7.12253122330465,15.670751713514
0.585333333333333,19.3793812455738,7.0037062775982,15.6465441355454
0.59,19.3384343292753,6.88670674783975,15.6201277059401
0.594666666666667,19.297151088458,6.7714963118217,15.5918426615369
0.599333333333333,19.2555254738693,6.65805113377812,15.5616760809654
0.604,19.2212293360777,6.54633897896383,15.5469901424715
0.608666666666667,19.1880123603356,6.43648953001836,15.5329856506282
0.613333333333333,19.1546039626124,6.32836948002907,15.5169020296101
0.618,19.1210014863303,6.22193215338672,15.4994962515351
0.622666666666667,19.0872022207164,6.1171548090393,15.48080197717
0.627333333333333,19.0532033993118,6.01401643266161,15.4608135801721
0.632,19.0190021984306,5.91249645027672,15.4395259905911
0.636666666666667,18.9845957355647,5.81258128638733,15.416716521717
0.641333333333333,18.9499810677326,5.71426019026782,15.3920744162855
0.646,18.9151551897701,5.6176316222493,15.3654721020692
0.650666666666667,18.88011503256,5.52278841479509,15.3364109066936
0.655333333333333,18.8448574611988,5.42946666111691,15.3061382180696
0.66,18.8093792730965,5.337648120078,15.2746503582505
0.664666666666667,18.773677196008,5.24732715935833,15.2415178323029
0.669333333333333,18.7377478859921,5.1584807067362,15.2069246415039
0.674,18.7015879252957,5.07108415082788,15.1711280619318
0.678666666666667,18.6651938201583,4.98512073385627,15.1341263125619
0.683333333333333,18.6285619985358,4.90057404401321,15.0959180788087
0.688,18.5916888077372,4.81748939174113,15.0562616724054
0.692666666666667,18.5545705119722,4.73612122451669,15.013614784487
0.697333333333333,18.5172032898043,4.65612201741983,14.9698285861057
0.702,18.4824642131011,4.57741124410495,14.9325872274739
0.706666666666667,18.4513980311477,4.49995690694072,14.9046493751981
0.711333333333333,18.4201966833198,4.42383223932747,14.8758815409165
0.716,18.3888584750185,4.34902718032195,14.8461177444228
0.720666666666667,18.357381682492,4.27553316722915,14.8151421508462
0.725333333333333,18.3257645521481,4.20332551868035,14.7833548920227
0.73,18.2940052998457,4.13239060204811,14.7507575957254
0.734666666666667,18.2621021101657,4.06307335241477,14.7162610461368
0.739333333333333,18.2300531356597,3.99501108491699,14.6809830792512
0.744,18.1978564960769,3.92818891386367,14.6446343037056
0.748666666666667,18.1655102775666,3.86259029267013,14.6073631619676
0.753333333333333,18.1330125318572,3.79819800223627,14.569358630025
0.758,18.1003612754101,3.73499998426624,14.5306216560217
0.762666666666667,18.0675544885468,3.67298445390961,14.4911533624353
0.767333333333333,18.0345901145498,3.61213989856682,14.4509550278091
0.772,18.001466058735,3.55246634905952,14.4095829368266
0.776666666666667,17.9681801874954,3.49421988082037,14.3668055311228
0.781333333333333,17.9347303273138,3.43718668901427,14.3231670585714
0.786,17.901114263745,3.38127812237696,14.2788620413177
0.790666666666667,17.8673297403652,3.32648392418158,14.2338904561843
0.795333333333333,17.8333744576872,3.27279735880832,14.1881236121303
0.8,17.7992460720411,3.22021260837031,14.1414077372282
0.804666666666667,17.7708118262002,3.16861499345342,14.1075313498153
0.809333333333333,17.7422645646847,3.11808942583404,14.0731235805828
0.814,17.7136029919223,3.06862665492096,14.0381847058074
0.818666666666667,17.6848257919859,3.02041854944749,14.002319619238
0.823333333333333,17.655931628155,2.97339815808997,13.965432402099
0.828,17.6269191424655,2.92741408778799,13.9279208543677
0.832666666666667,17.5977869552471,2.88245454096898,13.8899216928427
0.837333333333333,17.568533664648,2.83851144101121,13.8514342905662
0.842,17.5391578461471,2.79557695921867,13.8124581059131
0.846666666666667,17.5096580520521,2.75364351334695,13.7729926727884
0.851333333333333,17.4800328109841,2.71271248030984,13.7326985405565
0.856,17.450280627348,2.67276808279067,13.6919162217845
0.860666666666667,17.4203999807875,2.63393159692398,13.650444373341
0.865333333333333,17.3903893256256,2.59625771924737,13.6081977850311
0.87,17.3602470902882,2.55954636105816,13.5654953106604
0.874666666666667,17.3299716767125,2.52379397883107,13.522234874833
0.879333333333333,17.2995614597373,2.488997625186,13.4783036603147
0.884,17.2690147864767,2.45514578438716,13.4339206713393
0.888666666666667,17.2383299756749,2.42223295463712,13.3890845179928
0.893333333333333,17.2075053170426,2.39025385767513,13.3437938342132
0.898,17.1765390705742,2.35920343505836,13.2980472698938
0.902666666666667,17.1487640029367,2.33417848859679,13.2602675747088
0.907333333333333,17.1233959819852,2.31389933399591,13.2282651158377
0.912,17.0979471381736,2.29429389446577,13.1959743204013
0.916666666666667,17.0724166456047,2.27535688542364,13.1633941451582
0.921333333333333,17.0468036674293,2.25708314773329,13.1305236036634
0.926,17.0211073556437,2.23946764296016,13.0973617613069
0.930666666666667,16.9953268508823,2.22251296937964,13.0636443100525
0.935333333333333,16.9694612822045,2.20620681559817,13.0296365843288
0.94,16.9435097668782,2.19054440466803,12.995340558118
0.944666666666667,16.9174714101567,2.17552621658175,12.9607494746942
0.949333333333333,16.8913453050515,2.16140816570823,12.925565498223
0.954,16.8651305320993,2.14791756615056,12.8900253864354
0.958666666666667,16.8388261591235,2.1350526495806,12.8540449247256
0.963333333333333,16.8124312409899,2.12280424044862,12.8177914726369
0.968,16.7859448193568,2.11116820218552,12.7812636677699
0.972666666666667,16.7593659224193,2.10014047255791,12.7444601787272
0.977333333333333,16.732693564647,2.08971705902776,12.7073797011525
0.982,16.7059267465152,2.07989877046181,12.6698699704217
0.986666666666667,16.6790644542304,2.0706794229801,12.6320075776182
0.991333333333333,16.6521056594482,2.06225590091937,12.5936681611459
0.996,16.6250493189848,2.05445889479091,12.5550207127534
1.00066666666667,16.5984645729079,2.04723417771477,12.5169003515925
1.00533333333333,16.5752181359469,2.04053624047676,12.4833130865092
1.01,16.5519006366306,2.03441368250078,12.4493118152176
1.01466666666667,16.5285114109781,2.0288557443883,12.4151094350385
1.01933333333333,16.5050497867559,2.02385869715939,12.3807052959396
1.024,16.4815150833368,2.01941884678207,12.346098466276
1.02866666666667,16.4579066115543,2.01553251976163,12.3112880335375
1.03333333333333,16.434223673555,2.01233902119504,12.2760856130565
1.038,16.4104655626469,2.00977240981069,12.2404881194711
1.04266666666667,16.3866315631451,2.0077434710354,12.2046972575527
1.04733333333333,16.3627209502139,2.00624860966962,12.168711761749
1.052,16.3387329897053,2.00528423095708,12.1325303861576
1.05666666666667,16.3146669379939,2.00484673653362,12.0961519019813
1.06133333333333,16.2905220418091,2.00493717214362,12.0594528848537
1.066,16.2662975380616,2.00554958240916,12.0224973376478
1.07066666666667,16.2419926536686,2.00667806786788,11.9853443707435
1.07533333333333,16.2176066053725,2.00840696362532,11.9479256900089
1.08,16.1931385995578,2.01075027717034,11.9102294384126
1.08466666666667,16.168587832062,2.01359398353797,11.8723380572749
1.08933333333333,16.1439534879838,2.01694122352366,11.8340839626028
1.094,16.1192347414855,2.02078145577933,11.7956361215522
1.09866666666667,16.0944307555921,2.02511092947795,11.7569929989433
1.10333333333333,16.0709887160855,2.02978751996886,11.7247661125743
1.108,16.0480653200681,2.03488581496923,11.6950172923301
1.11266666666667,16.0250851898083,2.04045881075181,11.66505085634
1.11733333333333,16.0020477915155,2.04654935672101,11.6347877374987
1.122,15.9789525855122,2.05323145567268,11.6042773369109
1.12666666666667,15.9557990261397,2.06036932216903,11.5736088558446
1.13133333333333,15.9325865616608,2.06795884055584,11.5427810891027
1.136,15.9093146341618,2.07599583611936,11.5117928482671
1.14066666666667,15.8859826794522,2.08448074575562,11.4805420433315
1.14533333333333,15.8625901269615,2.09340682116406,11.4490829724889
1.15,15.8391363996356,2.10276751098125,11.4174621514254
1.15466666666667,15.8156209138297,2.11255838129567,11.3856784133139
1.15933333333333,15.7920430791998,2.12278493315566,11.3537244915043
1.164,15.7684022985917,2.13357442639953,11.3215175136806
1.16866666666667,15.7446979679281,2.14478300959227,11.2890123377564
1.17333333333333,15.7209294760928,2.15639933401271,11.2563460528574
1.178,15.6970962048133,2.16841865722886,11.2235173512729
1.18266666666667,15.6731975285401,2.18083615943973,11.1905249346099
1.18733333333333,15.6492328143247,2.19364694235363,11.1573675125348
1.192,15.6252014216936,2.20684843222772,11.1239975180521
1.19666666666667,15.6011027025211,2.22043759152397,11.0903766140049
1.20133333333333,15.5776879486665,2.23436940688942,11.0577270270113
1.206,15.5560976702731,2.24869818437387,11.0277211920701
1.21066666666667,15.5344588740861,2.26340240363378,10.9975865729965
1.21533333333333,15.5127711268697,2.27845975499484,10.9673315928751
1.22,15.4910339909838,2.29386945515376,10.9368705502382
1.22466666666667,15.4692470243185,2.3096234392107,10.9062506184477
1.22933333333333,15.4474097802263,2.32571401274315,10.8755092250709
1.234,15.4255218074533,2.34213548860832,10.8446454563672
1.23866666666667,15.4035826500695,2.35888209886183,10.813658405175
1.24333333333333,15.3815918473976,2.37594817180685,10.7825440973018
1.248,15.3595489339403,2.39341335449462,10.7511527214979
1.25266666666667,15.3374534393067,2.41121981248075,10.7196208813176
1.25733333333333,15.3153048881367,2.42932431662355,10.687966334941
1.262,15.2931028000248,2.44772077080378,10.6561880813483
1.26666666666667,15.2708466894416,2.46640300407593,10.6242851245259
1.27133333333333,15.2485360656545,2.48536717151291,10.5922167859867
1.276,15.2261704326464,2.50460878970618,10.5599530243809
1.28066666666667,15.2037492890336,2.52411726828004,10.5275629686671
1.28533333333333,15.181272127981,2.54388615304029,10.4950456177177
1.29,15.1587384371168,2.56395859990822,10.4623772244465
1.29466666666667,15.1361476984448,2.58432729669131,10.4295577725303
1.29933333333333,15.1134993882555,2.60493837662498,10.3965381562924
1.304,15.0917238369326,2.62555914657701,10.3721182628548
1.30866666666667,15.0700738318036,2.64636264283538,10.3490664753875
1.31333333333333,15.0483961314633,2.66737899606743,10.3259251921526
1.318,15.0266904121648,2.68860138752716,10.3026937731879
1.32266666666667,15.0049563479238,2.71002317796133,10.2793680767678
1.32733333333333,14.9831936104845,2.73164340755363,10.2558567350533
1.332,14.961401869284,2.75347540609056,10.2322431030989
1.33666666666667,14.9395807914175,2.77554521033699,10.2085129997752
1.34133333333333,14.9177300416017,2.79778382409632,10.1846922156046
1.346,14.8958492821389,2.8201842386986,10.1607800802603
1.35066666666667,14.8739381728793,2.84274175023735,10.1367411917909
1.35533333333333,14.851996371184,2.86545089921786,10.1125516113513
1.36,14.8300235318862,2.8883006561892,10.0882695557122
1.36466666666667,14.8080193072534,2.91128391096443,10.0638943679547
1.36933333333333,14.785983346947,2.93439353728578,10.0394253954426
1.374,14.7639152979834,2.95763089506085,10.0148586684491
1.37866666666667,14.741814804693,2.98105127945173,9.9901082591083
1.38333333333333,14.7196815086791,3.00457630699034,9.96523828032886
1.388,14.6975150487763,3.02819709325126,9.94027401811282
1.39266666666667,14.6753150610083,3.05190654602579,9.91521478339984
1.39733333333333,14.6530811785444,3.07569758003517,9.89005989045794
1.402,14.6314971813775,3.09951452509742,9.86595683372841
1.40666666666667,14.6107923015879,3.12333929970023,9.84321892527221
1.41133333333333,14.590054637075,3.14722419941832,9.82039350437401
1.416,14.5692838729253,3.17116220405196,9.79747987625711
1.42066666666667,14.5484796917049,3.19520689843127,9.77445566620941
1.42533333333333,14.5276417734238,3.21929428838298,9.7513409832216
1.43,14.5067697954999,3.24341444266086,9.72810622254457
1.43466666666667,14.4858634327226,3.26756190794789,9.70473198586292
1.43933333333333,14.4649223572148,3.29172626599511,9.68126768931953
1.444,14.4439462383959,3.31590076627428,9.65771260980864
1.44866666666667,14.4229347429427,3.34007870840756,9.6340660257847
1.45333333333333,14.4018875347505,3.36425344615166,9.61032721698433
1.458,14.3808042748937,3.38842248877483,9.58644026855235
1.46266666666667,14.3596846215851,3.4126191393432,9.56242449821847
1.46733333333333,14.3385282301354,3.43680742992931,9.53831049754558
1.472,14.317334752911,3.46096516807792,9.51410280703946
1.47666666666667,14.2961038392924,3.48508608185142,9.48980067520105
1.48133333333333,14.2748351356308,3.50916427790585,9.46539935762805
1.486,14.2535282852046,3.53319860738367,9.44083283747127
1.49066666666667,14.232182928175,3.55717776901131,9.41617020713967
1.49533333333333,14.210798701541,3.58109581694919,9.3914107116089
1.5,14.1893752390936,3.60494689530853,9.36655359531963
